seller-sku,asin1,binding,item-name,item-description,listing-id,price,quantity,open-date,product-id-type,item-note,item-condition,will-ship-internationally,expedited-shipping,product-id,pending-quantity,fulfillment-channel,Business Price,Quantity Price Type,Quantity Lower Bound 1,Quantity Price 1,Quantity Lower Bound 2,Quantity Price 2,Quantity Lower Bound 3,Quantity Price 3,Quantity Lower Bound 4,Quantity Price 4,Quantity Lower Bound 5,Quantity Price 5,optional-payment-type-exclusion,scheduled-delivery-sku-set,merchant-shipping-group,standard-price-point,ProductTaxCode,source
NJ-C4TE-UQ3C,B003J6SS24,Comic,"Swamp Thing #158 [Comic] [Jan 01, 1996] No information available",,0811SP8FSJ1,3,1,2017-08-11 16:16:19 PDT,1,,3,,,B003J6SS24,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
71-PXAF-OAT6,B00ASCTR86,Comic,"MICRA Mind Controlled Remote Automaton #5 (Oct.1987) [Comic] [Jan 01, 1987] Lamar Waldron and Ted Boonthanakit",,0811SP8FF7V,3.25,1,2017-08-11 16:15:43 PDT,1,,3,,,B00ASCTR86,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
QN-RRWT-50NG,B0068RZXCE,Comic,Saga of Swamp Thing (1982 series) #162,,0811SP8EG8P,3,1,2017-08-11 16:14:05 PDT,1,,3,,,B0068RZXCE,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
894-U5H-TAQ,B000O8XSAC,Comic,"Coyote #3 (Volume 1) [Comic] [Jan 01, 1983] Steve Englehart",,0811SP67LMP,3,1,2017-08-11 15:04:41 PDT,1,,3,,,B000O8XSAC,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
K0-2B16-T00V,B005HWED36,Comic,"Immortal Doctor Fate (1985) #2 [Comic] [Jan 01, 1985]",,0811SP64MPJ,3.99,1,2017-08-11 14:59:04 PDT,1,,3,,,B005HWED36,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
Z2-YSN2-LFL8,B000VK8EX4,Comic,"Electric Warrior #6 [Comic] [Jan 01, 1986] Doug Moench",,0811SP647D1,3,1,2017-08-11 14:58:08 PDT,1,,3,,,B000VK8EX4,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
7M-OL2S-LGVM,B003J6SS10,Comic,"Swamp Thing #157 [Comic] [Jan 01, 1996] No information available",,0811SP63CLJ,5,1,2017-08-11 14:56:30 PDT,1,,3,,,B003J6SS10,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
WO-GEGA-F5XL,B000TG2R92,Comic,"Electric Warrior #15 [Comic] [Jan 01, 1987] Doug Moench",,0811SP62ZOJ,3.99,1,2017-08-11 14:55:37 PDT,1,,3,,,B000TG2R92,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
U0-R46O-ESG8,1582403589,Paperback,"The Walking Dead, Vol. 1: Days Gone Bye [May 25, 2004] Robert Kirkman and Tony Moore",,0811SP62PH1,3,1,2017-08-11 14:54:48 PDT,1,,3,,,1582403589,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
59-8XAH-ACAD,1401202012,Paperback,"Y: The Last Man, Vol. 3: One Small Step [Paperback] [Apr 01, 2004] Brian K. Vaughan; Pia Guerra and Jose Marzan",,0811SP61M9D,3,1,2017-08-11 14:53:43 PDT,1,,2,,,1401202012,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
9P-V953-LVVD,1401200761,Comic,"Y: The Last Man, Vol. 2: Cycles [Sep 01, 2003] Vaughan, Brian K.; Guerra, Pia and Marzan, Jose",,0811SP5ZSXP,3,1,2017-08-11 14:52:43 PDT,1,,3,,,1401200761,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
ES-R8VF-JHXC,1563899809,Paperback,"Y: The Last Man, Vol. 1: Unmanned [Jan 02, 2003] Brian K. Vaughan and Pia Guerra",,0811SP5ZDMV,3,1,2017-08-11 14:51:39 PDT,1,,3,,,1563899809,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
X5-PVYQ-W1ZV,1582404135,Paperback,"The Walking Dead, Vol. 2: Miles Behind Us [Nov 24, 2004] Robert Kirkman; Charlie Adlard; Cliff Rathburn and Tony Moore",,0811SP5Z5ND,3,1,2017-08-11 14:50:35 PDT,1,,2,,,1582404135,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
AO-8DDE-FGG6,1845767616,Paperback,"Tank Girl 3 (Remastered Edition) [Paperback] [Aug 25, 2009] Martin, Alan C and Hewlett, Jamie",,0811SP5YVY7,5.19,1,2017-08-11 14:49:31 PDT,1,,3,,,1845767616,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Personal
2F-P468-CP6I,B0182Q6DYK,Paperback,"Anarchy Comics by Spain Rodriguez (2013-01-10) [Paperback] [Jan 01, 1800] Spain Rodriguez; Sharon Rudahl; Jay Kinney;",,0811SHERCKV,11.87,1,2017-08-10 21:48:32 PDT,1,Signed by Jay Kinney. Sticker from retailer on front cover.,3,,,B0182Q6DYK,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Personal
QR-PB2O-7TD4,B003A0OK9O,Comic,"BARBARIAN WOMEN. #3. [Hardcover] [Jan 01, 1995] Bella, Frank; Casper; Culala, Aaron; Parrotte, Craig; Ritch, Mark; Trash; Vogel, Randy - Contributors.",,0811SHEIW5P,50,1,2017-08-10 21:44:17 PDT,1,,3,,,B003A0OK9O,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
4J-SAEZ-JNRW,B0032GALLM,Comic,"Multiple Warheads #1 [Comic] [Jan 01, 2007] Randal Jarrell and Brandon Graham",,0811SHEFQ31,19.9,1,2017-08-10 21:42:22 PDT,1,,3,,,B0032GALLM,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Personal
UL-6208-NT2Y,B000FHFLZW,Comic,"Adam Strange Book Two [Comic] [Jan 01, 1990] Richard Bruning, Andy Kubert, Adam Kubert",,0811SHDQWAD,5,1,2017-08-10 21:36:00 PDT,1,,3,,,B000FHFLZW,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
5L-HCNN-NJTP,B001VWYEXU,Comic,"Six From Sirius Volume 2 (Vol. 1 No. 2 August 1984) [Comic] [Jan 01, 1984] Doug Moench; Paul Gulacy and Archie Goodwin",,0811SHDGJGP,3,1,2017-08-10 21:34:23 PDT,1,,3,,,B001VWYEXU,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
QG-706R-28ZG,B000XYB84A,Comic,"The One 3 (The Last Word in Superheroics) [Comic] [Jan 01, 1985] Rick Veitch",,0811SHDB8A7,3,1,2017-08-10 21:31:51 PDT,1,,3,,,B000XYB84A,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
AQ-7YH6-UVHT,B000T918YO,Comic,"Ted McKeever's Metropol #1 Vol. 1 March 1991 [Comic] [Jan 01, 1991] Ted McKeever",,0811SHD88N7,3.25,1,2017-08-10 21:30:35 PDT,1,,3,,,B000T918YO,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
R7-KPOP-C2I6,B005YNC5F6,Comic,"MICRA, No. 6, December 1987 (A New Beginning) [Comic] [Jan 01, 1987] Lamar Waldron, et al",,0811SHD6V27,3.25,1,2017-08-10 21:29:27 PDT,1,,3,,,B005YNC5F6,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
PW-051T-UTJG,B001I2V8TQ,Comic,"Cheval Noir Issue Two [Comic] [Jan 01, 1989] Mike Richardson",,0811SHD3Z21,10,1,2017-08-10 21:28:09 PDT,1,,3,,,B001I2V8TQ,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
EL-FH76-CABY,B002XQJKG4,Comic,"Grendel (2nd Series), Edition# 31 [Comic] [May 01, 1989]",,0811SHD1S11,50,1,2017-08-10 21:27:16 PDT,1,,3,,,B002XQJKG4,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
1K-9ASQ-MYVQ,B00NG33ODS,Comic,"Grendel (2nd Series) #11 [Comic] [Jan 01, 1987]",,0811SHCZ0IJ,5,1,2017-08-10 21:25:37 PDT,1,,3,,,B00NG33ODS,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
S6-Z5U4-FRKJ,B00631X55M,Comic,"Grendel (1986 series) #9 [Comic] [Jan 01, 1986] Comico",,0811SHCXLKD,3,1,2017-08-10 21:24:46 PDT,1,,3,,,B00631X55M,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
AJ-DBIH-C2F8,B000FHZMIS,Comic,"Adam Strange Book Three [Comic] [Jan 01, 1990] Richard Bruning, Andy Kubert, Adam Kubert",,0811SHCW6TP,3,1,2017-08-10 21:23:49 PDT,1,,3,,,B000FHZMIS,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
OQ-BNKP-8MEO,B000VK4GEU,Comic,"The Big Slamjam (Electric Warrior, 13) [Comic] [Jan 01, 1987] Doug Moench; Jim Baikie and Dan Adkins",,0811SHCQVBJ,6.5,1,2017-08-10 21:20:11 PDT,1,,3,,,B000VK4GEU,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
8E-RWRJ-QUMB,B000VK4IRA,Comic,"Target: Primmies! (Electric Warrior, 4) [Comic] [Jan 01, 1986] Doug Moench and Jim Baikie",,0811SHCPMTV,3,1,2017-08-10 21:19:12 PDT,1,,3,,,B000VK4IRA,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
55-DWNN-CWIY,B00631X40I,Comic,"Grendel (1986 series) #33 [Comic] [Jan 01, 1986] Comico",,0811SHCO2WJ,3,1,2017-08-10 21:18:33 PDT,1,,3,,,B00631X40I,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
S1-RYXX-B7A9,B00631X7VE,Comic,"Grendel (1986 series) #17 [Comic] [Jan 01, 1986] Comico",,0811SHCLEXJ,3,1,2017-08-10 21:17:44 PDT,1,,3,,,B00631X7VE,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Zeitgeist Comic Collection
T0-UDT6-MYO9,0316316962,Hardcover,"The Tipping Point: How Little Things Can Make a Big Difference [Hardcover] [Feb 29, 2000] Gladwell, Malcolm",,0810SFC7DUJ,3,1,2017-08-10 11:29:17 PDT,1,,4,,,0316316962,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,"Dog-Eared Books, Mission, Free Box"
CY-LKDG-N4O7,8123749554,Paperback,"India's Foreign Policy [Paperback] [Jan 01, 2011] V.P. Dutt",,0810SFBVHED,18,1,2017-08-10 11:27:18 PDT,1,,4,,,8123749554,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
84-JXA2-7OQI,0312425074,Paperback,"The World Is Flat 3.0: A Brief History of the Twenty-first Century [Paperback] [Aug 07, 2007] Friedman, Thomas L.",,0810SFBRLSJ,3,1,2017-08-10 11:26:29 PDT,1,,3,,,0312425074,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,"Dog-Eared Books, Mission, Free Box"
G8-U890-1I2Z,0375502807,Hardcover,"Into Thin Air: A Personal Account of the Mount Everest Disaster (The Illustrated Edition) [Nov 17, 1998] Krakauer, Jon",,0810SFBG6B7,5,1,2017-08-10 11:23:05 PDT,1,,3,,,0375502807,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,"Dog-Eared Books, Mission, Free Box"
UZ-PEMT-1M12,1841001325,Hardcover,"The Secret World of Cults: From Ancient Druids to Heaven's Gate [Apr 01, 1999] Moran, Sarah",,0807SXSB90V,6,1,2017-08-07 11:01:55 PDT,1,,2,,,1841001325,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
7SL-U63-6G4,B000ON8G4A,Hardcover,"A Glossary to Morals and Dogma. [Hardcover] [Jan 01, 1993] Rex R. Hutchens; C. Fred Kleinknecht and Wallace McLeod",,0807SXS8U2V,180,1,2017-08-07 10:59:22 PDT,1,Penciled in shelf information on flyleaf. All other pages clean and unmarked. Strong binding without wear. Some bending on top of dust cover due to imperfect fit with the book itself.,2,,,B000ON8G4A,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
WU-75AV-3FC7,0911500073,Paperback,"The Key to Theosophy [Paperback] [Jun 01, 1995] Helena Petrovna Blavatsky",,0807SXRNAIV,3.55,1,2017-08-07 10:52:52 PDT,1,,3,,,0911500073,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
RS-YLD4-64H6,0880296631,Hardcover,"The Knights Templar [Sep 01, 1991] Howarth, Stephen",,0807SXRHVX1,3,1,2017-08-07 10:51:34 PDT,1,,3,,,0880296631,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
9V-TVKB-D8WT,1852306920,Hardcover,"The Mayan Prophecies: Unlocking the Secrets of a Lost Civilization [Nov 01, 1995] Adrian Gilbert and Maurice Cotterell",,0807SXRDXND,3,1,2017-08-07 10:50:46 PDT,1,,3,,,1852306920,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
LQA-U75-O7V,046502789X,Hardcover,"Guilt of the Templars [Jan 21, 1966] Legman, G.",,0807SXR1BS7,7.34,1,2017-08-07 10:48:38 PDT,1,,3,,,046502789X,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
WI-4TQ0-18OZ,0312266588,Hardcover,"The Templars: The Dramatic History of the Knights Templar, the Most Powerful Military Order of the Crusades [Oct 14, 2000] Read, Piers Paul",,0807SXQHVS7,3,1,2017-08-07 10:45:43 PDT,1,,2,,,0312266588,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
WU-C8N0-ALY0,0375705821,Paperback,"Imagining Atlantis [Paperback] [Aug 10, 1999] Ellis, Richard",,0807SXOW1V1,3,1,2017-08-07 10:39:26 PDT,1,,2,,,0375705821,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
K3-B1YV-Z46A,0805047778,Hardcover,"Area 51: The Dreamland Chronicles [Nov 01, 1997] Darlington, David",,0807SXO03G1,3,1,2017-08-07 10:33:51 PDT,1,,3,,,0805047778,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
TJ-RXA7-XNIX,0684848910,Paperback,"The Templar Revelation: Secret Guardians of the True Identity of Christ [Paperback] [Nov 12, 1998] Picknett, Lynn and Prince, Clive",,0807SXNVRCV,3,1,2017-08-07 10:32:44 PDT,1,,2,,,0684848910,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
JH7-MFD-PLE,B000XY3DV6,Paperback,"A History Of Secret Societies - An Illustrated Study Of Secret Societies From Their Earliest Recorded Times To The Present... [Paperback] [Jan 01, 1968] Daraul, Arkon",,0807SXNHPPJ,18.99,1,2017-08-07 10:30:13 PDT,1,"First paperbound edition, The Citadel Press, October 1968. Firm binding. Pages clean and unmarked. Creasing on spine from use.",3,,,B000XY3DV6,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
WR-PIPF-S6FM,0835671593,Hardcover,"H P Blavatsky: Tibet and Tulku [Hardcover] [Jun 01, 1974] Barborka, Geoffrey A.",,0807SXMIBUD,5.98,1,2017-08-07 10:22:05 PDT,1,,2,,,0835671593,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
4P-2895-3T5N,1879181703,Paperback,"The Tutankhamun Prophecies: The Sacred Secret of the Maya, Egyptians, and Freemasons [Paperback] [Oct 01, 2001] Cotterell, Maurice",,0807SXME40J,3,1,2017-08-07 10:20:06 PDT,1,,3,,,1879181703,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
3R-17QC-97NL,1585423203,Paperback,"Voyages of the Pyramid Builders: The True Origins of the Pyramids from Lost Egypt to Ancient America [Paperback] [May 24, 2004] Schoch, Robert M.",,0807SXMDL2V,5,1,2017-08-07 10:19:12 PDT,1,,3,,,1585423203,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
A3J-3ZJ-9TE,B0007E8NXU,Hardcover,"Leonardo da Vinci [Jan 01, 1956] Leonardo",,0806STKN1I1,8,1,2017-08-06 15:18:27 PDT,1,,3,,,B0007E8NXU,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Clars Auction Gallery
Q0W-YY1-HDG,B001TTNOPE,Hardcover,"Peter McIntyre's West. [Hardcover] [Jan 01, 1970] McIntyre, Peter.",,0806STKM2DV,25,1,2017-08-06 15:16:34 PDT,1,,4,,,B001TTNOPE,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Clars Auction Gallery
9O-MCCR-MEEP,0002151626,Hardcover,"A Day in the Life of California [Jan 01, 1988] Smolan, Rick and Cohen, David",,0806STKJYUP,6,1,2017-08-06 15:14:28 PDT,1,,3,,,0002151626,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Clars Auction Gallery
61N-FJ3-IY0,0892723475,Paperback,"Monhegan, the Artists' Island [Jan 01, 1995] Jane Curtis; Will Curtis; Frank Lieberman and Carl Little",,0806STKBNFJ,16.5,1,2017-08-06 15:11:28 PDT,1,,3,,,0892723475,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Clars Auction Gallery
ZPJ-2ZP-6UL,B000TSWJDE,Paperback,"THE DOOR OPENS AND OUT COMES IN - 113 Poems [Paperback] [Jan 01, 1979] Marin, Sutter and Sutter Marin",,0806STINAXJ,8.82,1,2017-08-06 14:46:52 PDT,1,,3,,,B000TSWJDE,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
3II-B2K-K0Q,B00A13H4UA,Paperback,"The Naked Capitalist - A Review And Commentary On Dr. Carroll Quigley's Book Tragedy And Hope [Paperback] [Jan 01, 1970] W. Cleon Skousen",,0806STIMLDJ,10.12,1,2017-08-06 14:45:43 PDT,1,Private edition printed by the reviewer. Fourth printing.,3,,,B00A13H4UA,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
7Y-00RB-AYSB,B001UABRZG,Paperback,"Amsterdam [Paperback] [Jan 01, 1998] Mcewan, Ian",,0806STIEJ2P,3,1,2017-08-06 14:41:05 PDT,1,,4,,,B001UABRZG,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Personal
7BK-YX3-482,B001809EZS,Hardcover,"John Rae, Political Economist: An Account of His Life and a Compilation of His Main Writings; Volume 1: Life and Miscellaneous Writings; Vol. 2: Statement of Some New Principles on the Subject of Political Economy (SET, I & II) [Hardcover] [Jan 01, 1965] James, R. Warren & John Rae",,0806STHNYLD,25,1,2017-08-06 14:37:29 PDT,1,,3,,,B001809EZS,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
0R-PWH8-S78W,0300054092,Hardcover,"Taxation and Democracy: Swedish, British and American Approaches to Financing the Modern State [Nov 01, 1993] Steinmo, Sven",,0806STGZSEP,18,1,2017-08-06 14:35:10 PDT,1,,3,,,0300054092,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
OU-H86V-QTCB,0385468997,Hardcover,"In Defense of Elitism [Aug 01, 1994] Henry, William A.",,0806STGRPJV,3,1,2017-08-06 14:34:21 PDT,1,,2,,,0385468997,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
S55-MBB-PVU,B000H4H56Q,Hardcover,"The Harper History of Civilization; Volume One [Hardcover] [Jan 01, 1958] Swain, Joseph Ward",,0806STENQFP,5.02,1,2017-08-06 14:28:21 PDT,1,,3,,,B000H4H56Q,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
15-3EO4-61SC,0679418989,Hardcover,"Flaubert-Sand: The Correspondence [Hardcover] [Jan 26, 1993] Gustave Flaubert; F. Steegmuller & B. Bray and Francis Steegmuller",,0806STDLJRD,3,1,2017-08-06 14:25:31 PDT,1,,3,,,0679418989,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Friends of San Francisco Public Library Step Sale
7T-GAQF-BNV3,1400042828,Hardcover,"The View from Castle Rock: Stories [Hardcover] [Nov 07, 2006] Munro, Alice",,0806STDFW71,3,1,2017-08-06 14:24:56 PDT,1,,3,,,1400042828,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Friends of San Francisco Public Library Step Sale
XO-VL92-82ZS,0385089767,Hardcover,"Inventing America: Jefferson's Declaration of Independence [May 01, 1978] Wills, Garry",,0806STD9KUV,3,1,2017-08-06 14:24:11 PDT,1,,4,,,0385089767,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
UX-8DKK-BFON,0743222954,Paperback,"At Swim, Two Boys: A Novel [Paperback] [Mar 04, 2003] O'Neill, Jamie",,0806STC6RZD,3,1,2017-08-06 14:19:42 PDT,1,,3,,,0743222954,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Friends of San Francisco Public Library Step Sale
JT-19TM-IPEA,1401323049,Hardcover,"Click: What Millions of People Are Doing Online and Why it Matters [Hardcover] [Sep 02, 2008] Tancer, Bill",,0806STBZROV,3,1,2017-08-06 14:18:51 PDT,1,,2,,,1401323049,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
ZY-7UJG-DK2N,0706413806,Hardcover,"Art of Japanese Prints [Sep 01, 1980] Illing, Richard",,0806ST5802D,6,1,2017-08-06 13:42:04 PDT,1,,4,,,0706413806,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Clars Auction Gallery
3WE-9GJ-0OT,0385032404,Hardcover,"Japan: A History in Art [Jan 01, 1964] Bradley Smith; Marius B. Jansen and Nagatake Asano",,0806ST4ZF0J,9.99,1,2017-08-06 13:40:39 PDT,1,,4,,,0385032404,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Clars Auction Gallery
GMS-5DM-DLX,B004BN3X56,Hardcover,"British Literature from Blake to the Present Day [Hardcover] [Jan 01, 1966]",,0806ST4MUQV,14.99,1,2017-08-06 13:39:07 PDT,1,,4,,,B004BN3X56,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Clars Auction Gallery
B1-Z11E-WAXQ,0847811034,Hardcover,"Maine: The Coast and Islands [Nov 15, 1989] Jack Ledbetter and Roger Howell",,0806ST2TAK7,6,1,2017-08-06 13:30:42 PDT,1,,3,,,0847811034,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Clars Auction Gallery
CI8-MUG-RJ3,B000XSF540,SingleIssueMagazine,"TYPOGRAPHICA 11 (NEW SERIES) - JUNE 1965 [Paperback] [Jan 01, 1965] (TYPOGRAPHICA). Spencer, Herbert, Editor",,0806ST2ES3V,197,1,2017-08-06 13:26:16 PDT,1,,3,,,B000XSF540,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Friends of San Francisco Public Library Step Sale
0A2-FUI-1XR,0933516789,Hardcover,"Rembrandt: The Complete Etchings [Hardcover] [Jan 01, 1962] K.G. Brown",,0806SSZ8VVJ,19.99,1,2017-08-06 13:07:23 PDT,1,Dust cover absent. Pages clean and unmarked.,4,,,0933516789,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Clars Auction Gallery
FAZ-EG3-UL5,B0006C5EUS,Hardcover,"California, [Jan 01, 1970] Atkeson, Ray",,0806SSXDLP7,6.44,1,2017-08-06 13:00:30 PDT,1,Dust cover absent.,4,,,B0006C5EUS,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Clars Auction Gallery
9S-IZLV-0PG2,0385116306,Hardcover,"China: A History in Art [Apr 14, 1976] Bradley Smith and Wan-go Weng",,0806SSVQTHV,6,1,2017-08-06 12:53:51 PDT,1,,3,,,0385116306,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Clars Auction Gallery
WN-VP19-42YY,0810934140,Hardcover,"A History of Far Eastern Art (5th Edition) [Feb 01, 1994] Lee, Sherman E.",,0806SSVICEJ,9.86,1,2017-08-06 12:52:50 PDT,1,,4,,,0810934140,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Clars Auction Gallery
9M-DOAU-0JBT,0847813339,Hardcover,"Santa Fe & Northern New Mexico [May 15, 1990] Rizzoli",,0806SSV68UJ,6,1,2017-08-06 12:51:24 PDT,1,,4,,,0847813339,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Clars Auction Gallery
SSO-274-4L1,B001LB1LGO,LeatherBound,"The National Geographic Society: 100 Years of Adventure & Discovery [Leather Bound] [Jan 01, 1987] The National Geographic Society",,0806SSURJ4J,9.99,1,2017-08-06 12:49:28 PDT,1,,3,,,B001LB1LGO,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Clars Auction Gallery
LB-4Z51-QSO0,1888001593,Hardcover,"Digital Photo 1 (Graphis Digital Photo) (v. 1) [Nov 01, 1998] Mesnik, Hildy",,0806SSUKUDV,13.39,1,2017-08-06 12:47:32 PDT,1,,3,,,1888001593,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Friends of San Francisco Public Library Step Sale
QK-Q0LT-VNGW,9766410054,Hardcover,"Contemporary Art in the Northwest [Hardcover] [Oct 01, 1995] Allan, Lois",,0806SSUGH97,6,1,2017-08-06 12:46:15 PDT,1,,3,,,9766410054,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Clars Auction Gallery
XIG-F8O-FPM,0520225678,Paperback,"Amazons in the Drawing Room: The Art of Romaine Brooks [Sep 20, 2000] Chadwick, Whitney and Lucchesi, Joe",,0806SSUAMB1,14.98,1,2017-08-06 12:45:06 PDT,1,,3,,,0520225678,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Clars Auction Gallery
YZ-PGZY-KKSO,0028603893,Hardcover,"Gardening at Sissinghurst [Mar 01, 1996] Lord, Tony",,0806SSU2SW7,6,1,2017-08-06 12:43:36 PDT,1,,4,,,0028603893,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Clars Auction Gallery
WQP-Q1C-7Z0,0030574722,Hardcover,"Marin: The Place, the People [Aug 01, 1983] Futcher, Jane",,0806SSTWN37,9.99,1,2017-08-06 12:42:25 PDT,1,Dust cover absent.,4,,,0030574722,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Clars Auction Gallery
